"","species_id","sci_name","common_name","species_code"
"631",5690,"Stercorarius parasiticus","Parasitic Jaeger","PAJA"
"632",44468,"Parus sp.","Parus sp.",NA
"633",6190,"Ectopistes migratorius","Passenger Pigeon","PAPI"
"634",40875,"Passerina sp.","Passerina sp.",NA
"635",40927,"Passeriformes sp.","passerine sp.","UNPA"
"636",4780,"Calidris melanotos","Pectoral Sandpiper","PESA"
"637",43118,"Calidris sp. (peep sp.)","peep sp.",NA
"638",2420,"Urile pelagicus","Pelagic Cormorant","PECO"
"639",42932,"Pelecanus sp.","pelican sp.",NA
"640",45581,"Falco peregrinus","Peregrine Falcon","PEFA"
"641",41221,"Contopus sp.","pewee sp. (Contopus sp.)",NA
"642",16370,"Phainopepla nitens","Phainopepla","PHAI"
"643",5015,"Phalaropus sp.","Phalarope sp.","UPHL"
"644",42874,"Phasianidae sp. (pheasant sp.)","pheasant sp.",NA
"645",45213,"Pheucticus sp.","Pheucticus sp.",NA
"646",13480,"Vireo philadelphicus","Philadelphia Vireo","PHVI"
"647",13500,"Vireo philadelphicus/olivaceus","Philadelphia/Red-eyed Vireo",NA
"648",44245,"Vireo philadelphicus/gilvus","Philadelphia/Warbling Vireo",NA
"649",43695,"Picus sp.","Picus sp.",NA
"650",1600,"Podilymbus podiceps","Pied-billed Grebe","PBGR"
"651",5780,"Cepphus columba","Pigeon Guillemot","PIGU"
"652",40931,"Columbidae sp.","pigeon/dove sp.",NA
"653",10540,"Dryocopus pileatus","Pileated Woodpecker","PIWO"
"654",19170,"Emberiza leucocephalos","Pine Bunting","PIBU"
"655",20310,"Pinicola enucleator","Pine Grosbeak","PIGR"
"656",47106,"Pinicola enucleator leucura","Pine Grosbeak (Taiga)",NA
"657",20420,"Spinus pinus","Pine Siskin","PISI"
"658",16760,"Setophaga pinus","Pine Warbler","PIWA"
"659",120,"Anser brachyrhynchus","Pink-footed Goose","PFGO"
"660",1980,"Ardenna creatopus","Pink-footed Shearwater","PFSH"
"661",13850,"Gymnorhinus cyanocephalus","Pinyon Jay","PIJA"
"662",4190,"Charadrius melodus","Piping Plover","PIPL"
"663",41190,"Anthus sp.","pipit sp.",NA
"664",4240,"Charadriidae sp.","Plover sp.",NA
"665",13400,"Vireo plumbeus","Plumbeous Vireo","PLVI"
"666",41498,"Podiceps sp.","Podiceps sp.",NA
"667",5680,"Stercorarius pomarinus","Pomarine Jaeger","POJA"
"668",3650,"Falco mexicanus","Prairie Falcon","PRFA"
"669",16780,"Setophaga discolor","Prairie Warbler","PRAW"
"670",40224,"Procellaria sp.","Procellaria sp.",NA
"671",40239,"Procellariidae sp.","Procellariid sp.",NA
"672",16900,"Protonotaria citrea","Prothonotary Warbler","PROW"
"673",41265,"Lagopus sp.","ptarmigan sp.",NA
"674",40223,"Pterodroma sp.","Pterodroma sp.",NA
"675",20330,"Haemorhous purpureus","Purple Finch","PUFI"
"676",40908,"Haemorhous purpureus purpureus","Purple Finch (Eastern)",NA
"677",3900,"Porphyrio martinica","Purple Gallinule","PUGA"
"678",14050,"Progne subis","Purple Martin","PUMA"
"679",40653,"Progne subis subis/arboricola","Purple Martin (subis/arboricola)",NA
"680",4800,"Calidris maritima","Purple Sandpiper","PUSA"
"681",14430,"Sitta pygmaea","Pygmy Nuthatch","PYNU"
"682",19370,"Cardinalis sinuatus","Pyrrhuloxia","PYRR"
"683",41202,"Rallidae sp. (rail/crake sp.)","rail/crake sp.",NA
"684",41589,"Rallus sp.","Rallus sp.",NA
"685",5750,"Alca torda","Razorbill","RAZO"
"686",38096,"Lanius collurio","Red-backed Shrike",NA
"687",10190,"Melanerpes carolinus","Red-bellied Woodpecker","RBWO"
"688",2260,"Phaethon aethereus","Red-billed Tropicbird","RBTR"
"689",890,"Mergus serrator","Red-breasted Merganser","RBME"
"690",14410,"Sitta canadensis","Red-breasted Nuthatch","RBNU"
"691",10240,"Sphyrapicus ruber","Red-breasted Sapsucker","RBSA"
"692",41384,"Vireo olivaceus","Red-eyed Vireo","REVI"
"693",2410,"Urile urile","Red-faced Cormorant","RFCO"
"694",46623,"Tarsiger cyanurus","Red-flanked Bluetail","RFBL"
"695",2330,"Sula sula","Red-footed Booby","RFBO"
"696",10060,"Melanerpes erythrocephalus","Red-headed Woodpecker","RHWO"
"697",5320,"Rissa brevirostris","Red-legged Kittiwake","RLKI"
"698",10230,"Sphyrapicus nuchalis","Red-naped Sapsucker","RNSA"
"699",1630,"Podiceps grisegena","Red-necked Grebe","RNGR"
"700",5000,"Phalaropus lobatus","Red-necked Phalarope","RNPH"
"701",4710,"Calidris ruficollis","Red-necked Stint","RNST"
"702",3280,"Buteo lineatus","Red-shouldered Hawk","RSHA"
"703",43010,"Buteo lineatus [lineatus Group]","Red-shouldered Hawk (lineatus Group)",NA
"704",3370,"Buteo jamaicensis","Red-tailed Hawk","RTHA"
"705",41576,"Buteo jamaicensis abieticola","Red-tailed Hawk (abieticola)",NA
"706",40307,"Buteo jamaicensis borealis","Red-tailed Hawk (borealis)",NA
"707",47692,"Buteo jamaicensis calurus/abieticola","Red-tailed Hawk (calurus/abieticola)",NA
"708",3380,"Buteo jamaicensis harlani","Red-tailed Hawk (Harlan's)",NA
"709",2270,"Phaethon rubricauda","Red-tailed Tropicbird","RTTR"
"710",1530,"Gavia stellata","Red-throated Loon","RTLO"
"711",16280,"Anthus cervinus","Red-throated Pipit","RTPI"
"712",19530,"Agelaius phoeniceus","Red-winged Blackbird","RWBL"
"713",40876,"Agelaius phoeniceus [phoeniceus Group]","Red-winged Blackbird (Red-winged)",NA
"714",46767,"Loxia curvirostra","Red Crossbill","RECR"
"715",40911,"Loxia curvirostra (type 1)","Red Crossbill (Appalachian or type 1)",NA
"716",40912,"Loxia curvirostra (type 2)","Red Crossbill (Ponderosa Pine or type 2)",NA
"717",42258,"Loxia curvirostra (type 10)","Red Crossbill (Sitka Spruce or type 10)",NA
"718",40913,"Loxia curvirostra (type 3)","Red Crossbill (Western Hemlock or type 3)",NA
"719",4670,"Calidris canutus","Red Knot","REKN"
"720",5010,"Phalaropus fulicarius","Red Phalarope","REPH"
"721",137860,"Tamiasciurus hudsonicus","Red Squirrel","RESQ"
"722",2650,"Egretta rufescens","Reddish Egret","REEG"
"723",640,"Aythya americana","Redhead","REDH"
"724",45264,"Acanthis sp.","redpoll sp.","UNRE"
"725",15650,"Turdus iliacus","Redwing","REDW"
"726",5910,"Cerorhinca monocerata","Rhinoceros Auklet","RHAU"
"727",5150,"Larus delawarensis","Ring-billed Gull","RBGU"
"728",660,"Aythya collaris","Ring-necked Duck","RNDU"
"729",1140,"Phasianus colchicus","Ring-necked Pheasant","RNEP"
"730",44425,"Riparia sp.","Riparia sp.",NA
"731",40523,"Eugenes fulgens","Rivoli's Hummingbird","RIHU"
"732",5970,"Columba livia (Feral Pigeon)","Rock Pigeon (Feral Pigeon)",NA
"733",1210,"Lagopus muta","Rock Ptarmigan","ROPT"
"734",4810,"Calidris ptilocnemis","Rock Sandpiper","ROSA"
"735",14560,"Salpinctes obsoletus","Rock Wren","ROWR"
"736",19400,"Pheucticus ludovicianus","Rose-breasted Grosbeak","RBGR"
"737",2810,"Platalea ajaja","Roseate Spoonbill","ROSP"
"738",5560,"Sterna dougallii","Roseate Tern","ROST"
"739",20355,"Carpodacus sp.","rosefinch sp.",NA
"740",170,"Anser rossii","Ross's Goose","ROGO"
"741",5330,"Rhodostethia rosea","Ross's Gull","ROGU"
"742",3400,"Buteo lagopus","Rough-legged Hawk","RLHA"
"743",41621,"Thalasseus maximus","Royal Tern","ROYT"
"744",5600,"Thalasseus maximus/albididorsalis","Royal/West African Crested Tern",NA
"745",14970,"Corthylio calendula","Ruby-crowned Kinglet","RCKI"
"746",9270,"Archilochus colubris","Ruby-throated Hummingbird","RTHU"
"747",46804,"Oxyura jamaicensis","Ruddy Duck","RUDU"
"748",342,"Tadorna ferruginea","Ruddy Shelduck","RUSH"
"749",4630,"Arenaria interpres","Ruddy Turnstone","RUTU"
"750",4880,"Calidris pugnax","Ruff","RUFF"
"751",1160,"Bonasa umbellus","Ruffed Grouse","RUGR"
"752",9370,"Selasphorus rufus","Rufous Hummingbird","RUHU"
"753",19190,"Emberiza rustica","Rustic Bunting","RUBU"
"754",19650,"Euphagus carolinus","Rusty Blackbird","RUBL"
"755",41235,"Euphagus carolinus/cyanocephalus","Rusty/Brewer's Blackbird",NA
"756",5300,"Xema sabini","Sabine's Gull","SAGU"
"757",15960,"Oreoscoptes montanus","Sage Thrasher","SATH"
"758",18862,"Artemisiospiza nevadensis","Sagebrush Sparrow","SABS"
"759",18860,"Artemisiospiza nevadensis/belli","Sagebrush/Bell's Sparrow (Sage Sparrow)",NA
"760",4680,"Calidris alba","Sanderling","SAND"
"761",4010,"Antigone canadensis","Sandhill Crane","SACR"
"762",5620,"Thalasseus sandvicensis","Sandwich Tern","SATE"
"763",10245,"Sphyrapicus sp.","sapsucker sp.","UNSA"
"764",18880,"Passerculus sandwichensis","Savannah Sparrow","SAVS"
"765",18890,"Passerculus sandwichensis princeps","Savannah Sparrow (Ipswich)",NA
"766",45176,"Passerculus sandwichensis [sandwichensis Group]","Savannah Sparrow (Savannah)",NA
"767",12310,"Sayornis saya","Say's Phoebe","SAPH"
"768",17680,"Piranga olivacea","Scarlet Tanager","SCTA"
"769",12760,"Tyrannus forficatus","Scissor-tailed Flycatcher","STFL"
"770",5020,"Scolopacidae sp.","Scolopacidae sp.",NA
"771",800,"Melanitta sp.","scoter sp.","USCT"
"772",20010,"Icterus parisorum","Scott's Oriole","SCOR"
"773",7405,"Megascops sp.","screech-owl sp.",NA
"774",5832,"Synthliboramphus scrippsi","Scripps's Murrelet","SCMU"
"775",5830,"Synthliboramphus scrippsi/hypoleucus","Scripps's/Guadalupe Murrelet (Xantus's Murrelet)",NA
"776",18960,"Ammospiza maritima","Seaside Sparrow","SESP"
"777",40703,"Cistothorus stellaris","Sedge Wren","SEWR"
"778",40532,"Selasphorus sp.","Selasphorus sp.",NA
"779",4180,"Charadrius semipalmatus","Semipalmated Plover","SEPL"
"780",4690,"Calidris pusilla","Semipalmated Sandpiper","SESA"
"781",47130,"Setophaga sp.","Setophaga sp.",NA
"782",3100,"Accipiter striatus","Sharp-shinned Hawk","SSHA"
"783",41564,"Accipiter striatus [velox Group]","Sharp-shinned Hawk (Northern)",NA
"784",41566,"Accipiter striatus/cooperii","Sharp-shinned/Cooper's Hawk",NA
"785",1260,"Tympanuchus phasianellus","Sharp-tailed Grouse","STGR"
"786",4790,"Calidris acuminata","Sharp-tailed Sandpiper","SPTS"
"787",41519,"Procellariidae sp. (shearwater sp.)","shearwater sp.",NA
"788",19740,"Molothrus bonariensis","Shiny Cowbird","SHCO"
"789",41209,"Charadriiformes sp.","Shorebird sp.","UNSH"
"790",4890,"Limnodromus griseus","Short-billed Dowitcher","SBDO"
"791",40374,"Limnodromus griseus griseus","Short-billed Dowitcher (griseus)",NA
"792",40375,"Limnodromus griseus hendersoni","Short-billed Dowitcher (hendersoni)",NA
"793",5142,"Larus brachyrhynchus","Short-billed Gull","SBIG"
"794",40377,"Limnodromus griseus/scolopaceus","Short-billed/Long-billed Dowitcher",NA
"795",7640,"Asio flammeus","Short-eared Owl","SEOW"
"796",1750,"Phoebastria albatrus","Short-tailed Albatross","STAL"
"797",2040,"Ardenna tenuirostris","Short-tailed Shearwater","SRTS"
"798",40605,"Lanius sp.","shrike sp.",NA
"799",16180,"Prunella montanella","Siberian Accentor","SIAC"
"800",15280,"Larvivora cyane","Siberian Blue Robin","SBRO"
"801",15260,"Calliope calliope","Siberian Rubythroat","SIRU"
"802",47896,"Saxicola maurus","Siberian Stonechat",NA
"803",15322,"Saxicola maurus/stejnegeri","Siberian/Amur Stonechat",NA
"804",31128,"Lophura nycthemera","Silver Pheasant",NA
"805",5220,"Larus schistisagus","Slaty-backed Gull","SBGU"
"806",4560,"Numenius tenuirostris","Slender-billed Curlew","SBCU"
"807",34881,"Elaenia parvirostris","Small-billed Elaenia",NA
"808",42936,"Ixobrychus sp.","small bittern sp.",NA
"809",41204,"Charadrius sp.","small plover sp.",NA
"810",860,"Mergellus albellus","Smew","SMEW"
